question,reponse,url,secteur,source
Comment m'inscrire au concours d'attaché statisticien de l'INSEE ?,"Afin de savoir quelle est la spécialité que vous souhaitez choisir (Mathématiques ou Économie), veuillez consulter le site de l'ENSAI : www.ensai.fr.Les inscriptions se font sur deux sites pour : - Économie : www.concours-bce.com - Mathématiques : www.scei-concours.orgPour s'inscrire au concours d'Attaché statisticien de l'INSEE spécialité ""économie et gestion"" et spécialité ""économie et sciences sociales"", vous pouvez sélectionner successivement, en fonction de votre formation d'origine : La formation ""Prépa économique et commerciale"" puis la voie de concours ""Cachan D2"" ou bien La formation ""Prépa sciences sociales"" puis la voie de concours ""sciences sociales B/L"" et enfin, sélectionner le concours ""attaché statisticien de l'INSEE"".",https://www.concours-bce.com/la-foire-aux-questions,Economique,Banque centrale Européenne
J’ai réglé mes droits d’inscription mais je ne souhaite plus passer les concours. Puis-je me faire rembourser des droits d’inscription ?,"Conformément aux dispositions du code de la consommation, vous disposez d’un délai de rétractation de 14 jours ouvrables à compter de la date de paiement, valant engagement contractuel, pour demander le remboursement des droits d'inscription sans pénalité.Ce délai de 14 jours court à compter de la date d’émission du paiement. Vous devez, dans ce délai, prévenir la BCE par courriel de votre souhait d’exercer votre droit de rétractation. Vous serez alors remboursé par crédit de votre compte bancaire (transaction sécurisée) en cas de paiement par carte bancaire, ou par virement en cas de paiement par chèque (uniquement possible pour les candidats hors Union européenne). Les droits d’inscription restent acquis par la BCE même en cas de renonciation ou de démission aux épreuves, passé le délai de rétraction de 14 jours.En cas de rétractation dans le délai légal, votre inscription est alors annulée sans possibilité de vous réinscrire pour le concours BCE 2024. ",https://www.concours-bce.com/la-foire-aux-questions,Economique,Banque centrale Européenne
Je ne dispose pas de carte bancaire pour le paiement en ligne des droits d’inscription : que dois-je faire ?,"Le règlement s’effectue par carte bancaire uniquement quel que soit le titulaire de la carte via l’interface bancaire sécurisée AXEPTA BNP PARIBAS.Les e-cartes bleues sont acceptées (excepté les cartes Diners et les AMEX). A titre dérogatoire, les candidats hors Union européenne ont la possibilité de procéder à un règlement par chèque de banque.",https://www.concours-bce.com/la-foire-aux-questions,Economique,Banque centrale Européenne
"La capacité de paiement de ma carte bleue risque d'être dépassée, que dois-je faire ?",Contactez votre agence bancaire pour modifier le plafond d’utilisation de votre carte de paiement et contactez la Direction des Admissions et Concours en cas d’incident de paiement.,https://www.concours-bce.com/la-foire-aux-questions,Economique,Banque centrale Européenne
Comment puis-je obtenir une attestation de paiement des concours présentés ?,"L’attestation de paiement est disponible dans la rubrique « Liste des impressions » de votre espace candidat, après le traitement des pièces justificatives, au plus tard mi-février.",https://www.concours-bce.com/la-foire-aux-questions,Economique,Banque centrale Européenne
"J’ai précisé dans mon dossier d’inscription que j’étais boursier(ère) mais je n’ai pas encore reçu mon attestation définitive de bourse, que dois-je faire ?","A la date limite des inscriptions, vous modifiez votre dossier en indiquant que vous n‘êtes pas boursier(ère) : vous réglez alors 100% des droits d’inscription. Vous avez la possibilité de régulariser ultérieurement votre situation auprès de la BCE qui procède au remboursement des droits avancés à condition que vous fournissiez votre justificatif d’attribution définitive de bourse de l’année en cours au plus tard le 15 mai 2024.Les candidats boursiers n’ayant pas fourni leur attestation d’attribution définitive de bourse ne peuvent pas accéder à leur convocation.",https://www.concours-bce.com/la-foire-aux-questions,Economique,Banque centrale Européenne
"Je suis boursier du gouvernement français, est-ce que je bénéficie de la qualité de boursier pour les concours de la Banque Commune d’Épreuves ?","Vous n'êtes pas considéré comme boursier au regard des concours. Vous pouvez imprimer, dans la rubrique « Liste des impressions » de votre dossier, une attestation de paiement afin de vous faire rembourser auprès de l’organisme de gestion de sa bourse.",https://www.concours-bce.com/la-foire-aux-questions,Economique,Banque centrale Européenne
"Je suis boursier ""échelon 0 bis"", puis-je être considéré comme boursier pour la BCE ?","Tous les boursiers de l’Enseignement Supérieur français sur critères sociaux, y compris à l’échelon 0 bis, bénéficient d’une exonération totale ou partielle des droits d’inscription.",https://www.concours-bce.com/la-foire-aux-questions,Economique,Banque centrale Européenne
"Je suis pupille de la Nation ou de l'état, puis-je bénéficier d'une réduction des droits d'inscription ?","Tous les boursiers de l’Enseignement Supérieur français sur critères sociaux, y compris les pupilles de la Nation, bénéficient d’une exonération totale ou partielle des droits d’inscription.",https://www.concours-bce.com/la-foire-aux-questions,Economique,Banque centrale Européenne
"Je suis étudiant étranger et je bénéficie d'une bourse dans mon pays, puis-je obtenir une réduction totale ou partielle des droits d'inscription ?","Seuls les boursiers de l’Enseignement supérieur français sur critères sociaux bénéficient de l’exonération totale ou partielle des droits d’inscription. Le candidat titulaire d’une bourse à l’étranger peut imprimer par la rubrique « Liste des impressions » dans son dossier, une attestation de paiement afin de se faire rembourser auprès de l’organisme de gestion de sa bourse. ",https://www.concours-bce.com/la-foire-aux-questions,Economique,Banque centrale Européenne
"Quelle procédure dois-je suivre, au moment de l'inscription, pour bénéficier d'un aménagement d'épreuves ?","Si vous êtes en situation de handicap ou atteint d'une maladie chronique et que vous pensez pouvoir bénéficier d'un aménagement d'épreuves, vous devrez impérativement cocher la case correspondante dans votre dossier d'inscription.La procédure d'inscription et la liste des documents à joindre sont disponibles dans la rubrique ""LES AMENAGEMENTS D'EPREUVES"".",https://www.concours-bce.com/la-foire-aux-questions,Economique,Banque centrale Européenne
Comment puis-je organiser mon aménagement d'épreuves ?,Vous pouvez contacter le chef du centre dans lequel vous êtes convoqué pour passer vos épreuves écrites afin de régler l'organisation de votre aménagement.,https://www.concours-bce.com/la-foire-aux-questions,Economique,Banque centrale Européenne
Quand et comment obtenir ma convocation aux épreuves écrites ?,"Aucune convocation n’est adressée au candidat par mail pour par voie postale.Elle est téléchargeable début mars 2024. Vous devez la présenter lors de chaque épreuve. Vous recevez un mail vous informant de sa disponibilité.ATTENTION : les candidats bénéficiant d'un aménagement d'épreuves téléchargent une convocation ne tenant pas compte des horaires ""temps aménagés"". Ils seront contactés par le chef de centre dans le courant du mois de mars 2024.",https://www.concours-bce.com/la-foire-aux-questions,Economique,Banque centrale Européenne
Où puis-je passer mes épreuves écrites ?,"La BCE a des centres d'épreuves écrites en France métropole et également au Maroc, en Guadeloupe, en Martinique, à Mayotte, en Polynésie française, à la Réunion, à Tahiti, en Nouvelle-Calédonie et en Guyane.",https://www.concours-bce.com/la-foire-aux-questions,Economique,Banque centrale Européenne
Où se déroulent mes épreuves orales ?,"Pour les écoles ayant choisi de mutualiser les épreuves orales de langues : vous devez prendre rendez-vous dans votre espace candidat sur le site de la BCE. Selon les langues choisies, vous passez vos épreuves orales de langues soit dans une de ces écoles sélectionnées lors de votre inscription soit dans un centre à Paris.Vous passez les entretiens dans chacune des écoles dans laquelle vous aurez été déclaré admissible.Pour les écoles n'ayant pas choisi de mutualiser les épreuves orales de langues : vous passez vos épreuves orales de langues dans les écoles où vous avez été déclaré admissible.",https://www.concours-bce.com/la-foire-aux-questions,Economique,Banque centrale Européenne
Les copies d'une même épreuve passée dans un même centre sont-elles corrigées par le même correcteur ?,"Toutes les copies du concours de la BCE sont numérisées, brassées et affectées de manière aléatoire aux correcteurs qui ne se voient pas attribuer de copies de candidats issus de leur établissement.",https://www.concours-bce.com/la-foire-aux-questions,Economique,Banque centrale Européenne
Où consulter mes notes de la BCE ?,Toutes vos notes aux épreuves écrites BCE sont accessibles dans votre espace candidat.,https://www.concours-bce.com/la-foire-aux-questions,Economique,Banque centrale Européenne
"Est-il possible de corriger, à nouveau, une copie et/ou réviser une note ?","Les jurys des concours étant souverains, les demandes de révision de notes ou de nouvelles corrections des copies ne sont pas admises. En conséquence, les réclamations portent uniquement sur la vérification que la copie a bien été corrigée dans son intégralité.",https://www.concours-bce.com/la-foire-aux-questions,Economique,Banque centrale Européenne
Quand et comment puis-je demander si ma copie a été intégralement corrigée ?,"Les réclamations doivent être adressées dans les 3 jours calendaires à compter du jour de l’accès aux notes (le jour de l’accès aux notes étant le 1er jour). Vous devez faire votre demande via l'espace candidat.Aucune réclamation n’est acceptée ultérieurement. Vous ne pouvez demander 3 épreuves au maximum dans l’espace candidat et en une seule demande. Dans le cas des épreuves des Écoles Normales Supérieures dont les notes peuvent être utilisées par les concours BCE, les règles des concours ENS sont applicables.",https://www.concours-bce.com/la-foire-aux-questions,Economique,Banque centrale Européenne
Peut-on obtenir la copie d’une ou plusieurs épreuves écrites ?,"Vous pouvez, dans le courant du mois d'octobre de la même année du concours et jusqu'au début des épreuves écrites du concours de l'année N + 1, accéder à la mise à disposition de vos copies numérisées. Les copies sont vierges de toute notation/appréciation.Pour effectuer cette demande, vous devez passer via votre espace candidat de la BCE.La communication des copies au candidat n’est pas de nature à entraîner la remise en cause de la note, ni le résultat final des concours.",https://www.concours-bce.com/la-foire-aux-questions,Economique,Banque centrale Européenne
Comment prendre rendez-vous aux épreuves orales de langues ?,Pour les écoles ayant choisi de mutualiser les épreuves orales de langues : inscrivez-vous dans votre espace candidat via le site de la BCE.Pour les écoles n'ayant pas choisi de mutualiser les épreuves orales de langues : inscrivez-vous directement auprès des écoles via leur site internet.,https://www.concours-bce.com/la-foire-aux-questions,Economique,Banque centrale Européenne
Puis-je modifier un rendez-vous ?,Pour les écoles ayant choisi de mutualiser les épreuves orales de langues : vous pouvez modifier votre jour et heure de passage. Vous devez nous faire parvenir une demande de modification via votre espace candidat.Pour les écoles n'ayant pas choisi de mutualiser les épreuves orales de langues : vous trouvez les informations auprès de chaque école.,https://www.concours-bce.com/la-foire-aux-questions,Economique,Banque centrale Européenne
"Si je ne suis pas admissible dans l’école choisie comme centre d’examen, où vais-je passer mes épreuves orales de langues mutualisées ?","Dans le module de prise de rendez-vous, vous choisissez un centre d’examen à partir d’une liste déroulante de toutes les écoles ayant choisi de mutualiser les épreuves orales de langues et pour lesquelles vous êtes admissible.",https://www.concours-bce.com/la-foire-aux-questions,Economique,Banque centrale Européenne
"Lorsque j’essaie de prendre un rendez-vous dans une école, aucune date ne s’affiche, que faire ?","Vous ne pouvez pas prendre un rendez-vous dans deux écoles le même jour. Vous pouvez modifier vos rendez-vous dans une autre école afin de libérer une date. Si cela s’avère impossible, veuillez contacter directement l’école centre d’examen concernée pour trouver un autre rendez-vous.",https://www.concours-bce.com/la-foire-aux-questions,Economique,Banque centrale Européenne
Où puis-je consulter mes résultats ?, Les résultats d’amissibilité et les résultats d’admission sont disponibles sur les sites de chacune des écoles pour lesquelles vous avez passé le concours.,https://www.concours-bce.com/la-foire-aux-questions,Economique,Banque centrale Européenne
Suis-je obligé de suivre la procédure SIGEM ou puis-je m'inscrire directement auprès de l'école de mon choix ?,"La procédure d’affection se fait exclusivement sur le dispositif SIGEM (et non directement auprès de la BCE ou des écoles).Vous recevez, à l’adresse mail précisé dans votre dossier d'inscription, un mail vous précisant la procédure ainsi que votre identifiant. Pour plus d’info, consultez le site www.sigem.org.",https://www.concours-bce.com/la-foire-aux-questions,Economique,Banque centrale Européenne
"Je suis moins bien classé dans une école qu'une autre pourtant je souhaiterais la mettre en premier choix, est-ce possible ?","Oui, pour formuler vos choix, vous ne devez pas vous préoccuper du rang obtenu dans une école mais de vos propres préférences d'intégration.",https://www.concours-bce.com/la-foire-aux-questions,Economique,Banque centrale Européenne
"Comment connaître la cotation de mon entreprise ?', 'Comment obtenir des explications sur la cotation attribuée à mon entreprise ?', 'Je n’ai pas reçu la dernière cotation de mon entreprise. A qui dois-je m’adresser ?', 'Quelles entreprises font l’objet d’une cotation ?', 'Qui a accès à la cotation de la Banque de France de mon entreprise et comment ?', 'Qu’est-ce que la cotation Banque de France ?', 'Qu’est-ce qu’un indicateur significatif ?', 'Comment l’indicateur dirigeant est-il constitué ?', 'Qui a accès à votre indicateur ?","Vous pouvez obtenir la communication de la cotation attribuée à votre entreprise auprès de l’implantation territoriale de la Banque de France en charge de la gestion de votre dossier. Vous pouvez aussi demander des explications sur les motifs de son attribution au cours d’un entretien personnalisé avec un analyste de cette implantation. Généralement c’est la localisation de votre siège social qui détermine l’unité Banque de France qui gère votre dossier. Pour en savoir plus, contactez le 3414.",https://www.banque-france.fr/fr/aide-faq/Moyens%20de%20paiement,Economique,Banque de France
"Dois-je forcément accepter les paiements en espèces ?', 'Puis-je refuser un paiement par chèque ou carte bancaire ?', 'Puis-je appliquer des frais selon le moyen de paiement utilisé par mes clients ?', 'Quels sont les principaux avantages du paiement par carte ?', 'Où trouver son RIB ?', 'Accepter les paiements par carte, combien ça coûte ?', 'Comment fonctionne le paiement « sans contact », par carte ou téléphone ?', 'Comment proposer le virement instantané à mes clients ?', 'Comment les paiements par carte de mes clients sur Internet sont-ils sécurisés ?","Oui, vous y êtes obligé. Le paiement en espèces est toutefois plafonné à 1 000 euros lorsque votre client est domicilié fiscalement en France. Ce plafond est porté à 15 000 euros pour vos clients étrangers (touristes).\nPour un montant supérieur à 1 000 euros, vous devez refuser les espèces et demander un paiement par carte bancaire ou par chèque.', 'Vous pouvez toutefois exiger :', 'Vous pouvez refuser un paiement comportant plus de 50 pièces. Vous n’avez pas l’obligation d’accepter des devises autres que l’euro et vous pouvez également refuser des pièces ou un billet qui vous paraissent manifestement faux. Attention toutefois : un simple doute quant à l’authenticité du billet ou de la pièce ne vous permet pas de refuser les espèces mais vous pouvez relever l’identité du client pour le cas où la pièce ou le billet s’avérerait effectivement faux. Vous êtes également tenu de prévenir immédiatement la police.', 'Enfin, si vous travaillez de nuit dans un commerce, pour votre sécurité, il est accepté de refuser les espèces.', 'À noter : vous ne pouvez pas refuser un billet ayant cours légal. N’affichez donc jamais dans votre établissement d’affichette du type « La maison n’accepte pas les billets de 100 euros et plus ».\n",https://www.banque-france.fr/fr/aide-faq/Moyens%20de%20paiement,Economique,Banque de France
"Mon entreprise est interdite bancaire : qu’est-ce que cela signifie ?', 'Comment savoir si mon entreprise est interdite bancaire ?', 'Dans quel cadre contractuel s’inscrit la médiation du crédit ?', 'Que faire si mon entreprise est interdite bancaire ?', 'Mon entreprise peut-elle bénéficier du droit au compte malgré l’interdit bancaire ?', 'Mon entreprise peut-elle bénéficier de la médiation du crédit ?', 'Que faire si mon entreprise a un litige avec sa banque ?', 'Dans quels cas saisir le médiateur ?', 'Comment saisir la médiation du crédit pour obtenir une restructuration de Prêts Garantis par l’État (PGE) ?","Votre entreprise est « interdite bancaire » si elle est inscrite au Fichier Central des Chèques (FCC). Être inscrite au FCC entraîne pour votre entreprise une interdiction d’émettre des chèques pendant la durée de cette inscription. ', 'Le FCC centralise les personnes physiques ou morales (entreprises) :",https://www.banque-france.fr/fr/aide-faq/Moyens%20de%20paiement,Economique,Banque de France
"Je suis en possession de devises ukrainiennes (hryvnia). Comment puis-je les convertir en euros ?', 'Je suis un réfugié ukrainien: puis-je ouvrir un compte bancaire en France ?', 'Je suis un réfugié ukrainien : puis-je bénéficier du dispositif du droit au compte si je n’arrive pas à obtenir d’une banque l’ouverture d’un compte ?', 'Je suis un particulier et je détiens une carte de paiement internationale émise par une banque ukrainienne. Puis-je l’utiliser pour effectuer des paiements ou des retraits à un distributeur automatique de billets en France ou dans l’Union européenne ?', 'Je suis en possession de devises russes (roubles). Comment puis-je les convertir en euros ?', 'Je suis un particulier et je détiens une carte de paiement internationale émise par une banque russe. Puis-je l’utiliser pour effectuer des paiements ou des retraits à un distributeur automatique de billets en France ou dans l’Union européenne ?', 'Je suis ressortissant russe, non soumis à une mesure de gel des avoirs. Je réside en France ou dans un autre pays de l’Union européenne. Puis-je ouvrir un compte bancaire en France ?', 'Je suis ressortissant russe, non soumis à une mesure de gel des avoirs. Je réside en France ou dans un autre pays de l’Union européenne. Puis-je utiliser, dans les conditions habituelles, mon compte ouvert en France ?', 'Je suis un particulier et je souhaite consulter le Registre national des gels ou obtenir des informations sur la mise en œuvre du dispositif de gel des avoirs","Dans la pratique, les opérations de change de hryvnia en euros peuvent se révéler extrêmement difficile à effectuer.', 'Les bureaux de change en France ne prennent pas en charge, sauf éventuelle exception (non identifiée par nous), les opérations de change pour la monnaie ukrainienne. Cette situation prévalait déjà avant la guerre en cours, cette monnaie étant volatile et peu demandée.', 'Les changeurs manuels agréés à exercer en France sont enregistrés sur le registre de agents financiers (Regafi) tenu par l’Autorité de contrôle prudentiel et de résolution (ACPR).', 'Pour accéder à cette liste (https://www.regafi.fr) :', 'S’agissant des banques, celles-ci ne pratiquent que rarement le change manuel et il est très généralement réservé à ses clients. Vous pouvez interroger votre établissement teneur de compte en France pour savoir s’il propose un service d’opérations de change pour la monnaie ukrainienne. Pour information, la', 'Banque de France n’effectue aucune opération de change avec les monnaies étrangères.', 'À noter également que les changeurs automatiques des banques (dans les aéroports, par exemple) ne proposent que les principales devises, en aucun cas la devise ukrainienne.', 'Le sujet des difficultés de change a été identifié et fait l’objet d’un examen au niveau européen. À ce stade cependant, il n’y a pas de solution identifiée.",https://www.banque-france.fr/fr/aide-faq/Moyens%20de%20paiement,Economique,Banque de France
"Crypto-actifs et stablecoins : de quoi parle-t-on ?', 'Crypto-actifs et stablecoins : de quoi parle-t-on ?', 'Les BigTechs : de quoi parle-t-on ?', 'Qu’est-ce qu’un portefeuille électronique ou wallet ?', 'Qu’est-ce que le RTP ?', 'Qui peut proposer le service RTP ?', 'Qu’est-ce que l’open payment ?', 'Quelles technologies prometteuses ?","Ces dernières années ont vu l’apparition de méthodes de paiement dites « alternatives », qui présentent la spécificité de permettre d’effectuer des transactions libellées dans des unités autres qu’en monnaie ayant cours légal. Parmi eux, les cryptoactifs ne constituent pas des moyens de paiement au sens légal.', 'Un cryptoactif est un actif numérique (ou digital), créé grâce à l’utilisation de technologies de cryptographie. Ils sont nommés ainsi car ils s’apparentent à des actifs financiers et sont créés et utilisés via des technologies de cryptage. Les cryptoactifs sont parfois appelés abusivement cryptomonnaies mais ne doivent pas être confondus avec une monnaie.', 'Il existe plusieurs types de cryptoactifs. Les cryptoactifs de première génération, tels que le Bitcoin et l’Ethéréum, n’ont pas de cours légal ni de valeur intrinsèque. Ils constituent donc des actifs spéculatifs et très risqués. Depuis, des projets de « stablecoins » (tels que le projet DIEM) essayent de dépasser ces limites en ayant pour ambition d’avoir une valeur plus stable. Pour cela, leur cours serait lié à celui d’un actif de référence (l’or, l’euro, le dollar, un groupe de monnaies, etc.) afin d’ancrer leur évolution à l’économie réelle et de moins fluctuer, d’où leur nom. Les stablecoins peuvent être vus comme une deuxième génération de cryptoactifs.",https://www.banque-france.fr/fr/aide-faq/Moyens%20de%20paiement,Economique,Banque de France
"Je suis titulaire d’un livret A ou d’un compte de paiement (du type compte Nickel, Treezor, Anytime,…). On me refuse l’ouverture d’un compte. Puis-je bénéficier de la procédure de droit au compte ?', 'La lettre de refus d’ouverture de compte que doit me fournir la banque doit-elle avoir un formalisme particulier ?', 'Quelle est la durée de validité de la lettre de désignation émise par la Banque de France ?', 'Un établissement de crédit peut-il refuser d’ouvrir le compte alors qu’il a été désigné par la Banque de France dans le cadre de la procédure de droit au compte ?', 'Un établissement de crédit peut-il clôturer un compte ouvert dans le cadre du droit au compte, alors qu’il a été désigné par la Banque de France ?', 'Une fois mon compte ouvert dans le cadre du droit au compte, mon offre peut-elle évoluer vers une offre « classique » ?', 'Dans quels cas considère-t-on qu’une personne est dépourvue de compte et peut donc exercer la procédure de droit au compte ?', 'Je suis co-titulaire d’un compte joint. Je n’ai pas de compte individuel à mon nom propre. En cas de refus d’ouverture d’un compte individuel par une banque, puis-je exercer la procédure de droit au compte ?', 'Comment saisir la Banque de France pour exercer un droit au compte ?","OUI', 'En effet, vous ne détenez pas un compte de dépôt et vous ne disposez donc pas des services bancaires de base. Vous pouvez donc bénéficier de la procédure de droit au compte.",https://www.banque-france.fr/fr/aide-faq/Moyens%20de%20paiement,Economique,Banque de France
"Quels documents devez-vous produire ?', 'Quelles sont les données comptables à produire ?', 'La documentation financière doit-elle obligatoirement être rédigée en français ?', 'De quel délai dispose la Banque de France pour vérifier la conformité de la documentation financière avec les exigences réglementaires ?', 'Quel est le rôle de la Banque de France ?",Une documentation financière qui comprend :,https://www.banque-france.fr/fr/aide-faq/Moyens%20de%20paiement,Economique,Banque de France
"Qui peut déposer un dossier de surendettement et dans quelle situation ?', 'En quoi la procédure de traitement du surendettement peut-elle m’aider ?', 'Quelles solutions la commission de surendettement peut-elle m’apporter ?', 'Comment se passe le traitement de mon dossier ?', 'Comment déposer un dossier de surendettement ?', 'Je dépose un dossier de surendettement seul. Est-ce que ma conjointe sera concernée ?', ""Mon dossier de surendettement comporte des dettes d'amendes, exclues de la procédure. Comment vais-je les régler ?"", ""Je souhaiterais déposer un dossier de surendettement mais j'ai peur de perdre mon emploi. Comment puis-je faire ?"", ""Je suis propriétaire d'un appartement que je loue. Mon locataire, qui a plusieurs loyers de retard, vient de m'informer qu'il avait déposé un dossier de surendettement auprès de la Banque de France. Comment cela va-t-il se passer pour moi ?","La procédure de traitement du surendettement est un service public, mis en œuvre par la Banque de France.', 'Elle est gratuite et s’adresse aux particuliers qui malgré leurs efforts, n’arrivent plus à faire face à leurs dettes (dettes de crédit, dettes de loyers…).', 'Pour en bénéficier, il faut habiter en France ou pour les Français habitant à l’étranger, être endetté auprès de créanciers en France. Il faut être de bonne foi, c’est-à-dire notamment, ne pas s’être surendetté volontairement.', 'En moyenne, ces dernières années, environ 95 % des dossiers de surendettement déposés ont été acceptés par les commissions de surendettement.', 'Si vous avez des difficultés d’endettement importantes, n’hésitez pas à vous renseigner. Il n’y a rien de honteux à se faire aider.",https://www.banque-france.fr/fr/aide-faq/Moyens%20de%20paiement,Economique,Banque de France
