question,reponse,url,secteur,source
Je dois centraliser les données d’un programme multipartenaires. Est-ce que je peux verser dans l’entrepôt Recherche Data Gouv les données produites par tous les partenaires ?,"<div class=""fr-collapse faq_right"" id=""accordion-0Choisir-un-entrepot"">
<p>Oui, toutes les données d’un projet peuvent être déposées dans l'entrepôt <em>Recherche Data Gouv</em>. Le dépôt doit être fait dans la collection dédiée au projet dans l’espace institutionnel d’un des partenaires, s’il existe. Dans le cas contraire le dépôt sera fait dans l’espace générique.</p>
<p>Si des jeux de données ont déjà été déposés ailleurs, renseigner la métadonnée « Related datasets » pour indiquer le lien vers ces jeux de données.</p>
<p>Penser à indiquer chaque producteur dans la métadonnée « Producer ».</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Quels critères doit respecter un jeu de données pour être accepté à la publication sur l’entrepôt Recherche Data Gouv ?,"<div class=""fr-collapse faq_right"" id=""accordion-1Choisir-un-entrepot"">
<p><span style=""font-size:11pt""><span style=""color:#000000"">Pour qu’un jeu de données soit publié sur l’entrepôt </span></span><span style=""font-size:11pt""><span style=""color:#000000""><em>Recherche Data Gouv</em></span></span><span style=""font-size:11pt""><span style=""color:#000000"">, il </span></span><span style=""font-size:11pt""><span style=""color:#000000"">doit </span></span><span style=""font-size:11pt""><span style=""color:#000000"">respecter ces  critères :</span></span></p>
<ul>
<li style=""list-style-type:disc"">
<p style=""margin-left:48px""><span style=""font-size:11pt""><span style=""color:#000000"">Les données sont produites dans un contexte de recherche ;</span></span></p>
</li>
<li style=""list-style-type:disc"">
<p style=""margin-left:48px""><span style=""font-size:11pt""><span style=""color:#000000"">Les données sont structurées et déposées de préférence dans un format exploitable par les machines.</span></span></p>
</li>
</ul>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Qui peut déposer des données dans l’entrepôt Recherche Data Gouv ?,"<div class=""fr-collapse faq_right"" id=""accordion-2Choisir-un-entrepot"">
<p><span style=""font-size:11pt""><span style=""color:#000000"">Seules</span></span><span style=""font-size:11pt""><span style=""color:#000000""> les données de la recherche produites par des équipes de recherche dont au moins un des collaborateurs est affilié à un établissement membre de la communauté de la recherche publique française sont acceptées de droit dans l’entrepôt </span></span><span style=""font-size:11pt""><span style=""color:#000000""><em>Recherche Data Gouv</em></span></span><span style=""font-size:11pt""><span style=""color:#000000"">.</span></span></p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Peut-on déposer les données dans un autre entrepôt ?,"<div class=""fr-collapse faq_right"" id=""accordion-3Choisir-un-entrepot"">
<p><span style=""font-size:11pt""><span style=""color:#222222"">Oui, </span></span><span style=""font-size:11pt""><span style=""color:#222222"">Il est fortement recommandé de déposer vos données de recherche dans un entrepôt de référence pour votre communauté thématique.</span></span><span style=""font-size:11pt""><span style=""color:#222222""> Si ce n’est pas possible, les données peuvent être déposées dans un entrepôt de votre établissement ou dans l’<a href=""https://entrepot.recherche.data.gouv.fr/dataverse/root"">entrepôt </a></span></span><span style=""font-size:11pt""><span style=""color:#222222""><em><a href=""https://entrepot.recherche.data.gouv.fr/dataverse/root"">Recherche Data Gouv</a>.</em></span></span></p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Peut-on déplacer des collections ?,"<div class=""fr-collapse faq_right"" id=""accordion-0Collections"">
<p>Un administrateur de collection ne peut pas le faire, seuls les administrateurs fonctionnels de l’entrepôt <em>Recherche Data Gouv</em> le peuvent. Il est donc nécessaire de bien réfléchir au positionnement d’une collection avant sa création.</p>
<p>Il est possible de lier une collection à une autre pour la faire apparaître comme une sous-collection, mais le contenu de celle-ci ne sera pas visible dans la collection cible.</p>
<p>Pour déplacer ou lier une collection contacter le Centre de ressources entrepôt-catalogue : <a href=""mailto:support-recherchedatagouv@inrae.fr"">support-recherchedatagouv@inrae.fr</a>.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Peut-on rattacher une collection à plusieurs collections parentes ?,"<div class=""fr-collapse faq_right"" id=""accordion-1Collections"">
<p>Une collection n’est rattachée qu’à une seule collection parente, celle dans laquelle elle a été créée. Il est possible de lier une collection à une autre pour qu’elle apparaisse comme une sous-collection. Pour lier une collection contacter le Centre de ressources entrepôt-catalogue : <a href=""mailto:support-recherchedatagouv@inrae.fr"">support-recherchedatagouv@inrae.fr</a>.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Est-ce qu’un jeu de données peut être raccroché à une collection a posteriori ?,"<div class=""fr-collapse faq_right"" id=""accordion-2Collections"">
<p>Oui, mais seul le <a href=""mailto:support-recherchedatagouv@inrae.fr"">Centre de ressources entrepôt-catalogue <em>Recherche Data Gouv</em></a> peut déplacer un jeu de données d’une collection vers une autre. Il est préférable de faire un <a href=""https://recherche.data.gouv.fr/fr/categorie/27/guide/lier-un-jeu-de-donnees-a-une-collection"" title=""https://ist.blogs.inrae.fr/datainrae-guide/creer-editer-publier-un-dataverse/#Lier_un_dataset_a_un_dataverse"">lien</a> plutôt qu’un déplacement.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Quelle est la taille maximale d’une collection ?,"<div class=""fr-collapse faq_right"" id=""accordion-3Collections"">
<p><span style=""font-size:11pt""><span style=""color:#222222"">Il n’y a pas de taille maximale pour une collection, hormis </span></span><span style=""font-size:11pt""><span style=""color:#222222"">la volumétrie de l’espace institutionnel qui la contient</span></span><span style=""font-size:11pt""><span style=""color:#222222"">. </span>Voir « <a href=""https://recherche.data.gouv.fr/fr/faq#Espaces-institutionnels"">Quelle est la volumétrie d’un espace institutionnel ?</a>  ».</span></p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Quelle est la durée de stockage des données ?,"<div class=""fr-collapse faq_right"" id=""accordion-0Conditions-generales"">
<p><span style=""font-size:11pt""><span style=""background-color:#ffffff""><span style=""color:#000000"">L'hébergement sécurisé et la mise à disposition des données sont garantis pendant un minimum de 5 ans renouvelables après la publication. Cette durée constitue un plancher, il ne s'agit pas de la durée maximum de conservation des données qui peut varier selon les jeux de données.</span></span></span></p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Je dois centraliser les données d’un programme multipartenaires. Est-ce que je peux verser dans l’entrepôt Recherche Data Gouv les données produites par tous les partenaires ?,"<div class=""fr-collapse faq_right"" id=""accordion-1Conditions-generales"">
<p>Oui, toutes les données d’un projet peuvent être déposées dans l'entrepôt <em>Recherche Data Gouv</em>. Le dépôt doit être fait dans la collection dédiée au projet dans l’espace institutionnel d’un des partenaires, s’il existe. Dans le cas contraire le dépôt sera fait dans l’espace générique.</p>
<p>Si des jeux de données ont déjà été déposés ailleurs, renseigner la métadonnée « Related datasets » pour indiquer le lien vers ces jeux de données.</p>
<p>Penser à indiquer chaque producteur dans la métadonnée « Producer ».</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Pendant combien de temps mon jeu de données est-il accessible ?,"<div class=""fr-collapse faq_right"" id=""accordion-2Conditions-generales"">
<p>L’hébergement sécurisé et la mise à disposition des données sont garantis par le représentant de l’entrepôt <em>Recherche Data Gouv </em>pendant un minimum de 5 ans renouvelables après la publication du jeu de données.</p>
<p>La pérennité du lien entre DOI et page descriptive du jeu de données dans l’entrepôt <em>Recherche Data Gouv</em> est garantie, conformément aux exigences de DataCite, l’agence d’enregistrement des DOI.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
"Lorsque le jeu de données est soumis à révision, le déposant peut-il toujours intervenir dessus ?","<div class=""fr-collapse faq_right"" id=""accordion-0Curation"">
<p>Non, aucune action n’est possible sur le jeu de données par le déposant tant que le jeu de données est en cours de révision.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Est-il possible de faire de la curation sur des jeux de données envoyés par l’API ?,"<div class=""fr-collapse faq_right"" id=""accordion-1Curation"">
<p><span style=""font-size:11pt""><span style=""background-color:#ffffff""><span style=""color:#000000"">La plupart des fonctionnalités de collection est disponible via les API Dataverse, y compris l’attribution de rôles pour mettre en place un processus de curation. L’API permettra d’envoyer un jeu de données en révision, il ne sera publié que si la commande de publication est exécutée. Un jeu de données créé par l’API peut également être modifié via l’interface utilisateur.</span></span></span></p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
"Si on transmet une URL privée à un reviewer, aura-t-il un accès aux données avec restriction ?","<div class=""fr-collapse faq_right"" id=""accordion-0Data-papers"">
<p>Oui, l'<a href=""https://recherche.data.gouv.fr/fr/categorie/9/guide/deposer-un-jeu-de-donnees#Donner+acc%C3%A8s+%C3%A0+un+jeu+de+donn%C3%A9es+non+publi%C3%A9+(URL+priv%C3%A9e)"" title=""URL privée"">URL privée</a> permet d’accéder aux fichiers d’un jeu de données non encore publié (statut draft), même si ces fichiers sont en accès restreint.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
"Quel ordre de publication privilégier, entre la publication de l’article et celle du data paper ?","<div class=""fr-collapse faq_right"" id=""accordion-1Data-papers"">
<p>Les deux ordres sont possibles et relèvent de la stratégie scientifique, sous la responsabilité des auteurs. S’il existe une inquiétude sur l’exploitation des données, il est possible de rédiger en premier le data paper mais de le publier une fois l’article scientifique publié. En cas de doute, contacter l’éditeur.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Peut-on générer un data paper à partir d’une collection (et pas seulement à partir d’un jeu de données) ?,"<div class=""fr-collapse faq_right"" id=""accordion-2Data-papers"">
<p>Non, la génération d’un data paper via la fonctionnalité dédiée n’est possible qu’à partir du DOI d’un jeu de données.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Est-il conseillé d’inclure le plan de gestion des données associé à un jeu de données ?,"<div class=""fr-collapse faq_right"" id=""accordion-0Documentation-des-donnees"">
<p><span style=""font-size:11pt""><span style=""background-color:#ffffff""><span style=""color:#000000"">Le plan de gestion des données (PGD), dans sa version finale, peut être déposé dans l’entrepôt <em>Recherche Data Gouv</em>, dans la même collection que les données qu’il présente. Il recevra ainsi un DOI. Des liens entre les jeux de données et ce PGD doivent être faits dans les deux directions via la métadonnée Related Dataset. S’il n’y a qu’un jeu de données, le PGD sera un des fichiers associé au jeu de données.</span></span></span></p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
"Si je mets à jour mon jeu de données, est-ce que le DOI est modifié ?","<div class=""fr-collapse faq_right"" id=""accordion-0DOI"">
<p><span style=""font-size:11pt""><span style=""color:#000000"">Non, le DOI reste le même en cas de changement de version. Voir le guide du déposant : </span></span></p>
<p><a href=""https://recherche.data.gouv.fr/fr/categorie/9/guide/modifier-un-jeu-de-donnees-publie-et-gerer-ses-versions"" title=""https://recherche.data.gouv.fr/fr/categorie/9/guide/modifier-un-jeu-de-donnees-publie-et-gerer-ses-versions""><span style=""font-size:11pt""><span style=""color:#0563c1""><u>https://recherche.data.gouv.fr/fr/categorie/9/guide/modifier-un-jeu-de-donnees-publie-et-gerer-ses-versions</u></span></span></a></p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Puis-je créer un jeu de données dans l’entrepôt Recherche Data Gouv s’il a déjà été déposé dans un autre entrepôt attribuant également des DOIs ?,"<div class=""fr-collapse faq_right"" id=""accordion-1DOI"">
<p><span style=""font-size:11pt""><span style=""color:#000000"">Non, il n’est pas recommandé de créer un nouveau jeu de données dans l’entrepôt </span></span><span style=""font-size:11pt""><span style=""color:#000000""><em>Recherche Data Gouv</em></span></span><span style=""font-size:11pt""><span style=""color:#000000""> car un nouveau DOI lui serait attribué. Voir le guide du déposant : </span></span><a href=""https://recherche.data.gouv.fr/fr/categorie/9/guide/avant-de-deposer"" title=""https://recherche.data.gouv.fr/fr/categorie/9/guide/avant-de-deposer"">https://recherche.data.gouv.fr/fr/categorie/9/guide/avant-de-deposer</a></p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Le DOI est-il maintenu si le jeu de données n’est pas publié rapidement ?,"<div class=""fr-collapse faq_right"" id=""accordion-2DOI"">
<p><span style=""font-size:11pt""><span style=""color:#000000"">Le DOI d’un jeu de données est généré et réservé dès sa création. Il est  activé au moment de la publication. </span></span></p>
<p><span style=""font-size:11pt""><span style=""color:#000000"">Pour rappel, l</span></span><span style=""font-size:11pt""><span style=""color:#000000"">es données déposées dans l’entrepôt </span></span><span style=""font-size:11pt""><span style=""color:#000000""><em>Recherche Data Gouv</em></span></span><span style=""font-size:11pt""><span style=""color:#000000""> doivent être publiées dans un délai de 12 mois</span></span><span style=""font-size:11pt""><span style=""color:#000000"">.</span></span></p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
"Lorsqu’on publie un jeu de données via une API sur l’environnement de bac-à-sable, est-ce qu’il est également enregistré sur DataCite ?","<div class=""fr-collapse faq_right"" id=""accordion-3DOI"">
<p>Le<a href=""https://demo.recherche.data.gouv.fr/"" title=""https://demo.recherche.data.gouv.fr""> bac-à-sable</a> publie les jeux de données uniquement sur l’environnement de test de DataCite, qui est un système fermé : lui seul permet de retrouver directement la ressource correspondant au DOI. Le DOI ne mène alors à aucune page d’affichage du jeu de données (landing page).</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Faut-il indiquer le DOI d’une ISC dans le jeu de données ?,"<div class=""fr-collapse faq_right"" id=""accordion-4DOI"">
<p>Lorsqu’une Infrastructure Scientifique Collective (ISC) a contribué au jeu de données, il est possible de l’indiquer dans la métadonnée Contributor en précisant le ""Type"" et en choisissant ""DOI"" dans ""Contributor Identifier Scheme"". Le DOI lui-même est renseigné dans ""Contributor Identifier"".</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Un DOI est-il standardisé ? unique ?,"<div class=""fr-collapse faq_right"" id=""accordion-5DOI"">
<p>Oui, le DOI est basé sur le système d’identifiant <a href=""http://www.handle.net/http://www.handle.net/"" title=""http://www.handle.net/http://www.handle.net/"">Handle</a> et certifié ISO (<a href=""http://www.iso.org/iso/catalogue_detail?csnumber=43506"" title=""http://www.iso.org/iso/catalogue_detail?csnumber=43506"">ISO 26324, Digital Object Identifier System</a>). L’unicité est assurée par le fait que les suffixes sont uniques pour un préfixe donné.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Peut-on importer sur l’environnement de production un jeu de données créé dans le bac à sable ?,"<div class=""fr-collapse faq_right"" id=""accordion-0Environnements-de-bac-a-sable-et-de-production"">
<p>Non, ces deux environnements sont indépendants et il n’y a pas de possibilité d’exporter un jeu de données de l’un pour l’importer dans l’autre.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
De quelles autorisations est-ce que je dispose dans l’espace du bac-à-sable ?,"<div class=""fr-collapse faq_right"" id=""accordion-1Environnements-de-bac-a-sable-et-de-production"">
<p><span style=""font-size:11pt""><span style=""color:#000000"">En créant un compte</span></span><span style=""font-size:11pt""><span style=""color:#000000""> dans l’environnement bac-à-sable</span></span><span style=""font-size:11pt""><span style=""color:#000000"">,</span></span><span style=""font-size:11pt""><span style=""color:#000000""> vous disposez </span></span><span style=""font-size:11pt""><span style=""color:#000000"">par défaut </span></span><span style=""font-size:11pt""><span style=""color:#000000"">des droit</span></span><span style=""font-size:11pt""><span style=""color:#000000"">s</span></span><span style=""font-size:11pt""><span style=""color:#000000""> de créateur de jeu de données et de collection dans la colle</span>ction <a href=""https://demo.recherche.data.gouv.fr/dataverse/tp"">Travaux pratiques</a>.</span></p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Existe-t-il une instance de test sur laquelle s’entraîner avant de publier un jeu de données ou une collection dans l’entrepôt Recherche Data Gouv ?,"<div class=""fr-collapse faq_right"" id=""accordion-2Environnements-de-bac-a-sable-et-de-production"">
<p><span style=""font-size:11pt""><span style=""color:#000000"">Oui, il existe une instance bac-à-sable</span></span> <a href=""https://demo.recherche.data.gouv.fr/"" title=""https://demo.recherche.data.gouv.fr/dataverse"">https://demo.recherche.data.gouv.fr/</a><span style=""font-size:11pt""><span style=""color:#000000"">.</span></span></p>
<p><span style=""font-size:11pt""><span style=""color:#000000"">La collection</span> « </span><a href=""https://demo.recherche.data.gouv.fr/dataverse/tp"" title=""https://demo.recherche.data.gouv.fr/dataverse/tp""><span style=""font-size:11pt"">Travaux pratiques</span></a><span style=""font-size:11pt""> »</span> <span style=""font-size:11pt"">per<span style=""color:#000000"">met à tout utilisateur authentifié de créer des jeux de données ou des collections.</span></span></p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
"Lorsqu’on publie un jeu de données via une API sur l’environnement de bac-à-sable, est-ce qu’il est également enregistré sur DataCite ?","<div class=""fr-collapse faq_right"" id=""accordion-3Environnements-de-bac-a-sable-et-de-production"">
<p>Le<a href=""https://demo.recherche.data.gouv.fr/"" title=""https://demo.recherche.data.gouv.fr""> bac-à-sable</a> publie les jeux de données uniquement sur l’environnement de test de DataCite, qui est un système fermé : lui seul permet de retrouver directement la ressource correspondant au DOI. Le DOI ne mène alors à aucune page d’affichage du jeu de données (landing page).</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Un utilisateur affilié à un établissement disposant d’un espace institutionnel peut-il créer un jeu de données dans l’Espace générique ?,"<div class=""fr-collapse faq_right"" id=""accordion-0Espace-generique"">
<p><span style=""font-size:11pt""><span style=""color:#000000"">Non, le dépôt d</span></span><span style=""font-size:11pt""><span style=""color:#000000"">‘un jeu de données dans l’Espace générique est possible uniquement dans les cas où ni le déposant ni l’un de ses collaborateurs ne disposent d’un </span></span><span style=""font-size:11pt""><span style=""color:#000000"">espace institutionnel</span></span><span style=""font-size:11pt""><span style=""color:#000000"">.</span></span></p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Peut-on déposer sur l’espace générique en attendant qu’un espace institutionnel se mette en place ou bien vaut-il mieux attendre ?,"<div class=""fr-collapse faq_right"" id=""accordion-1Espace-generique"">
<p><span style=""font-size:11pt""><span style=""color:#000000"">Oui il est possible de déposer des données d</span></span><span style=""font-size:11pt""><span style=""color:#000000"">ans l’Espace Générique sans attendre la </span></span><span style=""font-size:11pt""><span style=""color:#000000"">création</span></span><span style=""font-size:11pt""><span style=""color:#000000""> d’un espace institutionnel.</span></span> <span style=""font-size:11pt""><span style=""color:#000000"">A savoir que si l’un des collaborateurs dispose d’un espace institutionnel, le </span></span><span style=""font-size:11pt""><span style=""color:#000000"">jeu de données </span></span><span style=""font-size:11pt""><span style=""color:#000000"">doit être déposé dans cet espace. </span></span></p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Comment demander la création d’un espace institutionnel ?,"<div class=""fr-collapse faq_right"" id=""accordion-0Espaces-institutionnels"">
<p>Les informations pour demander la création d’un espace institutionnel sont disponibles sur la page « <a href=""https://recherche.data.gouv.fr/fr/page/rejoindre-lecosysteme"">Rejoindre l'écosystème</a> ».</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Quelle est la taille d’un espace institutionnel ?,"<div class=""fr-collapse faq_right"" id=""accordion-1Espaces-institutionnels"">
<p>A sa création, un espace institutionnel dispose de 5 To.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Quelle est la volumétrie d’un espace institutionnel ?,"<div class=""fr-collapse faq_right"" id=""accordion-2Espaces-institutionnels"">
<p><span style=""font-size:11pt""><span style=""color:#222222"">Par défaut</span></span><span style=""font-size:11pt""><span style=""color:#222222"">, la volumétrie d’un espace institutionnel est de 5To.</span></span></p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Que faire si on s’aperçoit que son fichier a été mal ingéré ?,"<div class=""fr-collapse faq_right"" id=""accordion-0Fichiers"">
<p><span style=""font-size:11pt""><span style=""color:#000000"">Consulter le guide pour identifier la cause de l’erreur</span></span><span style=""font-size:11pt""><span style=""color:#000000""> (</span></span><a href=""https://recherche.data.gouv.fr/fr/categorie/9/guide/deposer-un-jeu-de-donnees#Cas+des+fichiers+de+donn%C3%A9es+tabul%C3%A9es"" title=""https://recherche.data.gouv.fr/fr/categorie/9/guide/deposer-un-jeu-de-donnees#Cas+des+fichiers+de+donn%C3%A9es+tabul%C3%A9es)),""><span style=""font-size:11pt"">https://recherche.data.gouv.fr/fr/categorie/9/guide/deposer-un-jeu-de-donnees#Cas+des+fichiers+de+donn%C3%A9es+tabul%C3%A9es</span></a><span style=""font-size:11pt""><span style=""color:#000000"">),puis remplacer le fichier par le fichier corrigé.</span></span></p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Dans quels formats peut-on exporter les fichiers ?,"<div class=""fr-collapse faq_right"" id=""accordion-1Fichiers"">
<p><span style=""font-size:11pt""><span style=""background-color:#ffffff""><span style=""color:#000000"">Les fichiers sont exportables dans leur format original. Pour les données tabulaires, l’export est également possible au format Rdata et au format tabulé.</span></span></span></p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Quelle est la taille maximale d’un fichier ?,"<div class=""fr-collapse faq_right"" id=""accordion-2Fichiers"">
<p><span style=""font-size:11pt""><span style=""color:#222222"">La taille maximale d’un fichier est de 50 Go.</span></span></p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Est-ce qu’il faut refaire une publication à chaque modification de fichier ?,"<div class=""fr-collapse faq_right"" id=""accordion-3Fichiers"">
<p><span style=""font-size:11pt""><span style=""background-color:#ffffff""><span style=""color:#000000"">Une modification de fichier crée un nouveau brouillon du jeu de données. Une nouvelle publication de celui-ci rend publique les modifications et met à jour la version.</span></span></span></p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
